field_1,Join2,GISJOIN,County,Tract,CensusYEAR,STATEA,COUNTY_1,COUNTYA,TRACTA,Census_ID,Total_Resid,OnlyEnglis,Spanish,French,FrenchCreo,Italian,Portuguese,German,Yiddish,OtherWGerm,Scandinavi,Greek,Russian,Polish,SerboCroat,OtherSlavi,Armenian,Persian,Gujarati,Hindi,Urdu,OtherIndic,OtherIndoE,Chinese,Japanese,Korean,MonKhmer,Hmong,Thai,Laotian,Vietnamese,OtherAsian,Tagalog,OtherPacIs,Navajo,OtherAmerI,Hungarian,Arabic,Hebrew,African,OtherOther,P_English,P_Spanish,P_French,P_FrenchCr,P_Italian,P_Portugue,P_German,P_Yiddish,P_OtherWGe,P_Scandina,P_Greek,P_Russian,P_Polish,P_SerboCro,P_OtherSla,P_Armenian,P_Persian,P_Gujarati,P_Hindi,P_Urdu,P_OtherInd,P_OtherI_1,P_Chinese,P_Japanese,P_Korean,P_MonKhmer,P_Hmong,P_Thai,P_Laotian,P_Vietname,P_OtherAsi,P_Tagalog,P_OtherPac,P_Navajo,P_OtherAme,P_Hungaria,P_Arabic,P_Hebrew,P_African,P_OtherOth,LanguageCo
"1832","36005024800",G3600050024800,"5","24800","2010","36",Bronx,"5","24800","Census Tract 248, Bronx","3481","1496","734","41","0","267","0","9","24","0","0","22","21","0","39","9","0","0","0","0","0","50","240","19","0","9","0","0","64","0","205","107","125","0","0","0","0","0","0","0","0",0.43,0.21,0.01,0,0.08,0,0,0.01,0,0,0.01,0.01,0,0.01,0,0,0,0,0,0,0.01,0.07,0.01,0,0,0,"0",0.02,0,0.06,0.03,0.04,0,"0",0,0,0,0,0,0,"8"
"1833","36005023301",G3600050023301,"5","23301","2010","36",Bronx,"5","23301","Census Tract 233.01, Bronx","4065","1213","2460","22","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32","0","0","0","329","0",0.3,0.61,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0.01,0,0,0,0.08,0,"3"
"1834","36005019400",G3600050019400,"5","19400","2010","36",Bronx,"5","19400","Census Tract 194, Bronx","1697","1015","572","0","0","18","0","0","0","10","0","0","0","23","0","0","0","0","0","0","0","0","59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.6,0.34,0,0,0.01,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0.03,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0,0,"3"
"1835","36005045600",G3600050045600,"5","45600","2010","36",Bronx,"5","45600","Census Tract 456, Bronx","2977","2007","705","0","28","123","0","16","0","0","0","0","0","43","0","0","0","0","0","0","0","0","0","55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.67,0.24,0,0.01,0.04,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.02,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0,0,"4"
"1836","36005005001",G3600050005001,"5","5001","2010","36",Bronx,"5","5001","Census Tract 50.01, Bronx","4318","1625","2593","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","82","0",0.38,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0.02,0,"3"
"1837","36005005002",G3600050005002,"5","5002","2010","36",Bronx,"5","5002","Census Tract 50.02, Bronx","4821","738","3665","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","145","0","0","0","0","0","0","0","0","0","0","25","0","0","0","0","81","0","167","0",0.15,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,"0",0,0,0,0,0.01,0,"0",0,0,0.02,0,0.03,0,"5"
"1838","36005005300",G3600050005300,"5","5300","2010","36",Bronx,"5","5300","Census Tract 53, Bronx","3262","2032","846","26","7","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","342","0",0.62,0.26,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0.1,0,"3"
"1839","36005023000",G3600050023000,"5","23000","2010","36",Bronx,"5","23000","Census Tract 230, Bronx","2647","940","1423","0","0","92","0","0","0","0","0","0","0","0","39","0","0","0","0","0","0","52","0","0","0","18","0","0","0","0","39","0","0","0","0","0","0","15","0","29","0",0.36,0.54,0,0,0.03,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.02,0,0,0,0.01,0,"0",0,0,0.01,0,0,0,"0",0,0,0.01,0,0.01,0,"4"
"1840","36005013200",G3600050013200,"5","13200","2010","36",Bronx,"5","13200","Census Tract 132, Bronx","5779","2865","2433","0","0","251","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40","12","0","0","0","0","0","0","0","0","0","16","0","0","0","13","136","0","13","0",0.5,0.42,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0.02,0,0,0,"4"
"1841","36005007900",G3600050007900,"5","7900","2010","36",Bronx,"5","7900","Census Tract 79, Bronx","5315","1511","3720","70","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.28,0.7,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0,0,"2"
"1842","36005008900",G3600050008900,"5","8900","2010","36",Bronx,"5","8900","Census Tract 89, Bronx","2720","915","1719","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","75","0",0.34,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0.03,0,"3"
"1843","36005021601",G3600050021601,"5","21601","2010","36",Bronx,"5","21601","Census Tract 216.01, Bronx","3279","895","2066","67","0","6","0","0","9","0","0","0","0","0","70","0","0","0","0","10","51","44","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38","0",0.27,0.63,0.02,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.02,0.01,0.01,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0.01,0,"5"
"1844","36005003800",G3600050003800,"5","3800","2010","36",Bronx,"5","3800","Census Tract 38, Bronx","1465","764","508","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99","0","78","0",0.52,0.35,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0.07,0,0.05,0,"4"
"1845","36005025000",G3600050025000,"5","25000","2010","36",Bronx,"5","25000","Census Tract 250, Bronx","2329","896","697","0","0","251","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","53","325","32","0","44","0","0","0","0","0","0","31","0","0","0","0","0","0","0","0",0.38,0.3,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.14,0.01,0,0.02,0,"0",0,0,0,0,0.01,0,"0",0,0,0,0,0,0,"6"
"1846","36005028900",G3600050028900,"5","28900","2010","36",Bronx,"5","28900","Census Tract 289, Bronx","4456","1118","2492","41","0","28","0","67","0","0","0","0","164","0","0","0","0","0","0","0","0","0","248","44","0","54","35","0","0","0","0","0","42","0","0","0","0","37","17","69","0",0.25,0.56,0.01,0,0.01,0,0.02,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.06,0.01,0,0.01,0.01,"0",0,0,0,0,0.01,0,"0",0,0,0.01,0,0.02,0,"6"
"1847","36005025300",G3600050025300,"5","25300","2010","36",Bronx,"5","25300","Census Tract 253, Bronx","5522","1122","3845","0","64","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","0","187","0","88","0","0","17","0","0","0","38","0","0","0","0","0","0","0","0","66","72",0.2,0.7,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.02,0,0,0,"0",0,0,0.01,0,0,0,"0",0,0,0,0,0.01,0.01,"4"
"1848","36005017300",G3600050017300,"5","17300","2010","36",Bronx,"5","17300","Census Tract 173, Bronx","5079","2194","2302","33","108","0","0","0","0","0","0","0","0","0","0","0","0","0","0","53","0","0","0","32","0","67","0","0","0","0","0","0","0","0","0","0","0","0","0","290","0",0.43,0.45,0.01,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.01,0,0.01,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0.06,0,"4"
"1849","36005006500",G3600050006500,"5","6500","2010","36",Bronx,"5","6500","Census Tract 65, Bronx","4845","1316","3140","75","0","0","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","0","0","0","0","0","0","0","0","73","0","0","0","0","45","0","133","0",0.27,0.65,0.02,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,"0",0,0,0,0,0.02,0,"0",0,0,0.01,0,0.03,0,"5"
"1850","36005018900",G3600050018900,"5","18900","2010","36",Bronx,"5","18900","Census Tract 189, Bronx","7557","2623","4353","163","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","81","14","0","0","0","0","0","0","0","0","0","0","28","0","0","0","295","0",0.35,0.58,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0.04,0,"4"
"1851","36005004300",G3600050004300,"5","4300","2010","36",Bronx,"5","4300","Census Tract 43, Bronx","4279","1150","2983","14","0","0","7","0","0","0","0","28","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90","0",0.27,0.7,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0.02,0,"3"
"1852","36005011800",G3600050011800,"5","11800","2010","36",Bronx,"5","11800","Census Tract 118, Bronx","4569","3398","645","16","0","380","0","8","0","0","0","25","0","9","0","0","0","0","0","0","0","0","0","38","0","14","0","0","0","0","0","9","27","0","0","0","0","0","0","0","0",0.74,0.14,0,0,0.08,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,"0",0,0,0,0,0.01,0,"0",0,0,0,0,0,0,"3"
"1853","36005006800",G3600050006800,"5","6800","2010","36",Bronx,"5","6800","Census Tract 68, Bronx","2457","1293","1137","0","18","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.53,0.46,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0,0,"2"
"1854","36005011900",G3600050011900,"5","11900","2010","36",Bronx,"5","11900","Census Tract 119, Bronx","4771","1325","3133","145","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","128","25",0.28,0.66,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0.03,0.01,"4"
"1855","36005008400",G3600050008400,"5","8400","2010","36",Bronx,"5","8400","Census Tract 84, Bronx","2352","896","1204","65","0","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","114","23",0.38,0.51,0.03,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0.05,0.01,"5"
"1856","36005008700",G3600050008700,"5","8700","2010","36",Bronx,"5","8700","Census Tract 87, Bronx","5830","1203","4595","23","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.21,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0,0,"2"
"1857","36005013500",G3600050013500,"5","13500","2010","36",Bronx,"5","13500","Census Tract 135, Bronx","3067","1802","1163","0","0","18","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","39","20",0.59,0.38,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0.01,0.01,"2"
"1858","36005020601",G3600050020601,"5","20601","2010","36",Bronx,"5","20601","Census Tract 206.01, Bronx","2884","1066","1418","16","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","210","10","38","0","0","0","0","0","0","0","13","0","0","0","13","0","35","0","44","0",0.37,0.49,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0.01,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0.01,0,0.02,0,"4"
"1859","36005022401",G3600050022401,"5","22401","2010","36",Bronx,"5","22401","Census Tract 224.01, Bronx","2405","876","1202","0","0","0","0","0","0","0","0","0","70","0","21","0","0","0","0","0","76","10","49","9","0","0","0","0","0","0","0","0","51","0","0","0","0","0","0","41","0",0.36,0.5,0,0,0,0,0,0,0,0,0,0.03,0,0.01,0,0,0,0,0,0.03,0,0.02,0,0,0,0,"0",0,0,0,0,0.02,0,"0",0,0,0,0,0.02,0,"7"
"1860","36005023100",G3600050023100,"5","23100","2010","36",Bronx,"5","23100","Census Tract 231, Bronx","1177","556","363","93","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","155","0",0.47,0.31,0.08,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0.13,0,"4"
"1861","36005024700",G3600050024700,"5","24700","2010","36",Bronx,"5","24700","Census Tract 247, Bronx","1982","785","984","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","196","0",0.4,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0.1,0,"3"
"1862","36005003900",G3600050003900,"5","3900","2010","36",Bronx,"5","3900","Census Tract 39, Bronx","6276","1200","4897","61","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","69","0","0","0","0","0","0","0","0","33","0","0","0","0","0","0","0","0","0","0",0.19,0.78,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,"0",0,0,0.01,0,0,0,"0",0,0,0,0,0,0,"2"
"1863","36005020200",G3600050020200,"5","20200","2010","36",Bronx,"5","20200","Census Tract 202, Bronx","1892","864","569","26","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","219","0","17","0","0","0","0","0","0","0","87","88","0","0","0","0","0","0","0","0",0.46,0.3,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0.01,0,0,0,"0",0,0,0,0.05,0.05,0,"0",0,0,0,0,0,0,"5"
"1864","36005023302",G3600050023302,"5","23302","2010","36",Bronx,"5","23302","Census Tract 233.02, Bronx","2623","620","1966","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","37","0",0.24,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0.01,0,"2"
"1865","36005007100",G3600050007100,"5","7100","2010","36",Bronx,"5","7100","Census Tract 71, Bronx","1880","699","993","32","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","142","0",0.37,0.53,0.02,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0.08,0,"4"
"1866","36005039100",G3600050039100,"5","39100","2010","36",Bronx,"5","39100","Census Tract 391, Bronx","6496","1396","4503","61","0","176","0","22","0","0","0","0","0","0","0","24","0","0","0","0","0","0","143","16","11","0","0","0","0","0","0","48","81","0","0","0","0","0","0","15","0",0.21,0.69,0.01,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,"0",0,0,0,0.01,0.01,0,"0",0,0,0,0,0,0,"4"
"1867","36005007500",G3600050007500,"5","7500","2010","36",Bronx,"5","7500","Census Tract 75, Bronx","4061","1486","2513","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","49","0",0.37,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0.01,0,"2"
"1868","36005021302",G3600050021302,"5","21302","2010","36",Bronx,"5","21302","Census Tract 213.02, Bronx","4478","1115","2748","124","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99","0","45","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","324","0",0.25,0.61,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.01,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0.07,0,"5"
"1869","36005006900",G3600050006900,"5","6900","2010","36",Bronx,"5","6900","Census Tract 69, Bronx","5079","1990","2681","58","0","0","0","9","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","333","0",0.39,0.53,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0.07,0,"3"
"1870","36005012101",G3600050012101,"5","12101","2010","36",Bronx,"5","12101","Census Tract 121.01, Bronx","2689","924","1487","127","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","151","0",0.34,0.55,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0.06,0,"4"
"1871","36005021900",G3600050021900,"5","21900","2010","36",Bronx,"5","21900","Census Tract 219, Bronx","1251","348","844","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.28,0.67,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0,0,"4"
"1872","36005007300",G3600050007300,"5","7300","2010","36",Bronx,"5","7300","Census Tract 73, Bronx","3219","1351","1804","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","63","0",0.42,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0.02,0,"3"
"1873","36005041900",G3600050041900,"5","41900","2010","36",Bronx,"5","41900","Census Tract 419, Bronx","5695","2144","2805","0","0","16","0","0","0","0","13","0","0","0","0","26","0","0","0","0","0","156","0","42","0","0","0","0","0","0","0","16","71","178","0","0","32","0","0","196","0",0.38,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.01,0,0,0,"0",0,0,0,0,0.01,0.03,"0",0,0.01,0,0,0.03,0,"5"
"1874","36005035800",G3600050035800,"5","35800","2010","36",Bronx,"5","35800","Census Tract 358, Bronx","7500","6234","727","29","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","55","0","0","0","0","0","0","0","96","0","0","0","0","0","0","0","0","345","0",0.83,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,"0",0,0,0.01,0,0,0,"0",0,0,0,0,0.05,0,"3"
"1875","36005012701",G3600050012701,"5","12701","2010","36",Bronx,"5","12701","Census Tract 127.01, Bronx","2242","705","1403","0","0","0","0","0","0","67","0","0","0","0","0","0","0","0","0","0","0","0","0","67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.31,0.63,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0,0,"4"
"1876","36005000100",G3600050000100,"5","100","2010","36",Bronx,"5","100","Census Tract 1, Bronx","11517","7512","3676","7","64","14","0","9","0","0","0","0","27","71","8","0","0","0","0","0","0","16","17","68","0","1","0","0","18","0","0","0","0","0","0","0","0","9","0","0","0",0.65,0.32,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0,0,"2"
"1877","36005034200",G3600050034200,"5","34200","2010","36",Bronx,"5","34200","Census Tract 342, Bronx","1594","892","573","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","89","0","21","0",0.56,0.36,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0.06,0,0.01,0,"3"
"1878","36005011000",G3600050011000,"5","11000","2010","36",Bronx,"5","11000","Census Tract 110, Bronx","113","0","113","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0,0,"1"
"1879","36005033400",G3600050033400,"5","33400","2010","36",Bronx,"5","33400","Census Tract 334, Bronx","693","217","118","0","0","0","0","0","0","0","0","0","0","0","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33","0","0","309","0",0.31,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0.05,0,0,0.45,0,"5"
"1880","36005024100",G3600050024100,"5","24100","2010","36",Bronx,"5","24100","Census Tract 241, Bronx","5138","1412","3288","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","36","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","22","0","340","0",0.27,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0.07,0,"3"
"1881","36005038200",G3600050038200,"5","38200","2010","36",Bronx,"5","38200","Census Tract 382, Bronx","2416","1610","512","60","24","0","0","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21","0","0","0","0","0","0","0","0","0","0","0","0","0","134","0","34","0",0.67,0.21,0.02,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0.06,0,0.01,0,"4"
"1882","36005009800",G3600050009800,"5","9800","2010","36",Bronx,"5","9800","Census Tract 98, Bronx","4708","2290","2185","26","0","8","0","0","0","0","0","0","0","37","0","0","0","0","0","0","0","0","0","86","0","0","70","0","0","0","0","0","0","0","0","0","0","0","0","6","0",0.49,0.46,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.02,0,0,0.01,"0",0,0,0,0,0,0,"0",0,0,0,0,0,0,"3"
"1883","36005004100",G3600050004100,"5","4100","2010","36",Bronx,"5","4100","Census Tract 41, Bronx","5545","1875","3520","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","77","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","73","0",0.34,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0.01,0,"2"
"1884","36005039400",G3600050039400,"5","39400","2010","36",Bronx,"5","39400","Census Tract 394, Bronx","4219","2884","1001","105","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","8","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","163","0",0.68,0.24,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0.04,0,"4"
"1885","36005021800",G3600050021800,"5","21800","2010","36",Bronx,"5","21800","Census Tract 218, Bronx","5589","1978","3113","167","50","31","0","0","0","0","0","0","0","0","0","0","0","0","129","0","0","0","0","22","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","86","0",0.35,0.56,0.03,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0.02,0,"5"
"1886","36005036800",G3600050036800,"5","36800","2010","36",Bronx,"5","36800","Census Tract 368, Bronx","1722","1194","371","122","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.69,0.22,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0,0,"4"
"1887","36005022500",G3600050022500,"5","22500","2010","36",Bronx,"5","22500","Census Tract 225, Bronx","7611","2102","4947","113","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","75","0","272","0",0.28,0.65,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0.01,0,0.04,0,"3"
"1888","36005041500",G3600050041500,"5","41500","2010","36",Bronx,"5","41500","Census Tract 415, Bronx","4811","1433","2822","21","0","0","0","13","0","0","0","0","0","0","181","0","0","0","0","0","0","292","0","0","0","0","0","0","0","0","0","0","36","0","0","0","13","0","0","0","0",0.3,0.59,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0.06,0,0,0,0,0,"0",0,0,0,0,0.01,0,"0",0,0,0,0,0,0,"4"
